Today's date is: 7/8/2016	The time is: 22:45



Applesauce Original	Mott's  |  24 oz	 $2.19 
Peach slices	Gefen  |  29 oz	 $2.59 
Peach Slices in Light Syrup	Lieber's  |  29 oz	$2.19 $2.59 
Smoked Paprika	Pereg  |  5.3 oz	 $3.79 
Smoked Paprika	Prima  |  2.5 oz	 $2.99 
Smokey Paprika	International Spice  |  3 oz	 $2.49 
Paprika	Spice Time  |  4 oz	 $0.99 
Paprika	Gefen  |  8 oz	 $4.99 
Hot Paprika	Pereg  |  4.2 oz	 $3.79 
Sweet Paprika	Pereg  |  5.3 oz	 $3.79 
Paprika	Prima  |  2.5 oz	 $2.99 
Sweet Paprika	Gefen  |  3 oz	 $2.29 
Soy Sauce	Eden Selected  |  10 fl oz	 $4.99 
Soy Sauce	Haddar  |  10 fl oz	 $3.09 
Soy Sauce	Haddar  |  10 fl oz	 $1.99 
Soy Sauce	Glicks  |  10 fl oz	$1.69 $1.99 
Soy Sauce	Mishpacha  |  10 oz	 $1.95 
Soy Sauce	La Choy  |  15 oz	 $2.69 
Soy Sauce	Yamasa  |  5 fl oz	 $2.19 
Soy Sauce	La Choy  |  10 fl oz	 $2.09 
Soy Sauce	Kikkoman  |  15 fl oz	 $2.89 
Spaghetti	Kemach  |  16 oz	 $1.69 
Spaghetti	Mishpacha  |  16 oz	 $1.69 
Spaghetti	Kemach  |  16 oz	 $1.85 
Enriched Macaroni Product Spaghetti	Ronzoni  |  1 lb	 $1.49 
Spaghetti	Gefen  |  16 oz	 $1.79 
Veggie Spaghetti	Barilla  |  12 oz	 $2.49 
Pasta Proteinplus Spaghetti	Barilla  |  14.5 oz	 $2.29 
Pasta Thick Spaghetti	Barilla  |  1 lb	 $1.65 
Pasta Spaghetti	Barilla  |  1 lb	 $1.65 
Club Soda	Vintage  |  33 fl oz	 $0.69 
Sparkling Seltzer Water Original - 12 Pk	Canada Dry  |  12 fl oz	 $6.49 
Seltzer	Be'er Mayim  |  28 fl oz	 $1.29 
Plain Seltzer	White Rock  |  33.8 fl oz	 $0.69 
Sparkling Natural Mineral Water	Pellegrino  |  33.8 fl oz	 $1.95 
Sparkling Natural Mineral Water Lemon	Perrier  |  25 fl oz	 $1.89 
Seltzer Mandarin Orange	Be'er Mayim  |  33.8 fl oz	 $0.79 
Raspberry Seltzer	White Rock  |  33.8 fl oz	 $0.69 
Original Sparkling Seltzer Water 	Seagram's  |  20 fl oz	 $1.79 
Spinach	Kosher Gardens  |  24 oz	 $5.99 
Baby Spinach	Postiv 	 $4.59 
Spinach Loose	 	 $1.99 
Baby Spinach & Arugula	  5 oz	 $3.99 
Baby Spinach	Organicgirl  |  5 oz	 $3.99 
Baby Spinach	Kosher Gardens  |  5 oz	 $4.69 
Super Spinach Mix	Organicgirl  |  5 oz	 $3.99 
Tuna & Spinach Wrap	 	 $4.99 
Organic Baby Spinach	Olivia's  |  5 oz	 $4.99 
Steak Sauce	A.1.  |  5 oz	 $2.99 
Steak Sauce	A.1.  |  10 oz	 $4.59 
Steak Sauce	Mikee  |  15 oz	 $4.49 
Steak Sauce	Gefen  |  11 oz	 $3.19 
Steak Sauce Original	Jack Daniel's  |  10 oz	 $4.29 
57 Steak Sauce	Heinz  |  5 oz	 $2.99 
Chophouse Style Steak Sauce	We're Talking Serious  |  11.8 oz	 $4.99 
Barbecue Sauce	Wellbee's  |  12 oz	 $6.69 
Barbeque Sauce	Gold's  |  18 oz	 $2.29 
Organic Stevia Jar	Wholesome  |  4 oz	 $9.29 
Erythritol Stevia	Sugarless  |  1 lb	 $8.99 
Organic Stevia Zero Calorie Sweetener Blend Individual Packets - 75 Ct	Wholesome  |  2.7 oz	 $8.19 
In The Raw 100% Natural Zero Calorie Sweetener - 50 Ct	Stevia  |  1.8 oz	 $3.19 
All Natural Stevia Sweetner	Health Garden  |  12 oz	 $12.49 
Stevia Packets 40 Ct	Health Garden  |  1.4 oz	 $5.29 
Light All Natural Sugar & Stevia Blend	Domino  |  32 oz	 $5.79 
Light All Natural Sugar & Stevia Blend - 40 Ct	Domino  |  2 oz	 $3.19 
Stevia All Natural Zero Calorie Sweetener - 40 Ct	Purevia  |  2 oz	 $2.19 
Pure Cane Granulated Sugar	Domino  |  32 oz	 $2.19 
Sugar Premium Pure Cane Granulated	Domino  |  4 lb	 $2.99 
Pure Cane Granulated Sugar	Domino  |  4 lb	 $3.89 
Cane  Sugar	Gefen  |  4 lb	 $3.59 
Dots Sugar Cubes Pure Cane - 126 Cubes	Domino  |  1 lb	 $1.79 
Pure Cane Sugar Packets - 100 Ct	Domino  |  12.5 oz	 $2.29 
Certified Organic Pure Cane Sugar	Domino  |  24 oz	 $2.49 
Pure Cane 10-x Powdered Confectioners Sugar	Domino  |  16 oz	 $0.99 
Pure Cane Dark Brown Sugar	Domino  |  16 oz	 $1.15 
Sweet Peas	Green Giant  |  15 oz	 $1.59 
Sweet Peas	Lieber's  |  15 oz	 $1.19 
Sweet Peas	Unger's  |  15 oz	 $1.09 
Sweet Peas	Le Sueur  |  15 oz	 $1.79 
Steamfresh Sweet Peas	Birds Eye  |  10 oz	 $2.99 
Canned Sweet Peas	Gefen  |  15 oz	 $1.19 
Steamfresh Sweet Peas	Birds Eye  |  10.8 oz	 $2.49 
Sweet Peas & Diced Carrots	Lieber's  |  15 oz	 $1.19 
Fresh Cut Sweet Peas Not Salt Added	Del Monte  |  15 oz	 $1.69 
Dressing Thousand Island	Walden Farms  |  12 fl oz	 $3.49 
Thousand Island Dressing	Marzetti  |  16 fl oz	 $2.09 
Thousand Island Salad Dressing	Unger's  |  14 oz	 $3.49 
1000 Island Salad Dressing	Yitzy's  |  12 oz	 $3.99 
Thousand Island Salad Dressing	Pfeiffer  |  16 fl oz	 $1.95 
Thousand Island Packets	Walden Farms  |  6 pack	 $3.49 
1000 Island Dressing	Haddar 	 $2.69 
Lite Thousand Island Dressing Non-Dairy	Lieber's  |  16 oz	 $1.99 
Thousand Island Lite Salad Dressing	Yitzy's  |  12 oz	 $3.99 
Organic Firm Tofu	Nasoya  |  14 oz	 $2.39 
Lite Firm Tofu	Nasoya  |  14 oz	 $2.39 
Organic Silken Tofu	Nasoya  |  1 lb	 $2.39 
Organic Sprouted Super Firm Tofu	Nasoya  |  16 oz	 $2.99 
Organic Extra Firm Tofu	Nasoya  |  14 oz	 $2.39 
Tomato Juice	Gefen  |  13.5 fl oz	 $1.29 
Tomato Juice	Lieber's  |  46 fl oz	 $2.69 
Tomato Sauce	Lieber's 	 $1.99 
Strained Tomatoes	Pomi  |  26 oz	 $2.79 
Tomato Paste	Shams 	 $3.29 
Tomato Juice No Salt	Gefen  |  13.5 fl oz	 $1.29 
Tomato Sauce with Mushrooms	Mishpacha  |  10.5 oz	 $1.29 
Tomato Paste	Tuttorosso  |  6 oz	 $0.89 
Tomato Paste	Shams 	 $3.29 
Tomato Paste	Lieber's  |  12 oz	 $1.49 
Tomato Paste	Lieber's  |  6 oz	 $0.75 
100% Natural No Salt Added Tomato Paste	Hunt's  |  6 oz	 $0.95 
Tomato Paste	Hunt's  |  29 oz	 $2.99 
Tomato Sauce	Lieber's 	 $1.99 
Tomatoes 100% Natural Paste	Hunt's  |  6 oz	 $0.95 
Soup Cream Tomato	Tabatchnick  |  32 fl oz	 $2.19 
Condensed Tomato Soup	Rokeach  |  10.8 oz	 $1.99 
Balsamic Tomato & Rice Soup	Tabatchnick  |  15 oz	 $1.75 
Garden Fresh Soup Tomato With Basil	Tabatchnick  |  15 oz	 $1.99 
Organic Soup Creamy Tomato	Imagine  |  32 fl oz	 $3.79 
Organic Homestyle Tomato Creamy Soup	Empire  |  32 fl oz	$2.49 $3.39 
Organic Light In Sodium Soup Creamy Garden Tomato	Imagine  |  32 fl oz	 $3.79 
Protein Bar Trail Mix	Gold Confections  |  1.5 oz	 $1.79 
Dark Chocolate Trail Mix Gluten Free	NuGo  |  1.6 oz	 $1.69 
Protein Bars Trail Mix	Gold Confections  |  6 oz	 $5.79 
Trail Deluxe	Klein's Naturals  |  10 oz	 $4.99 
Chulent Mix	Unger's  |  16 oz	 $1.29 
Latke Mix	Gefen  |  6 oz	 $2.09 
Chulent Mix	Riverhead  |  16 oz	$0.89 $1.59 
Soup & Seasoning Mix Mushroom	Haddar  |  14 oz	 $3.79 
Bubble Gum	 	 $8.99 
Elite  Joe Bubble Gum	Bazooka  |  6 oz	 $2.39 
Must Chewing Gum Peppermint	Must  |  0.9 oz	 $0.99 
Peppermint Gum	Must  |  1 oz	 $0.99 
Orange Gum Bottle	  46 ct	 $3.99 
Mini Gum	Elite  |  10 oz	 $3.69 
Strawberry Flavor Gum Disc	  2 oz	 $1.99 
Vegetable Oil	Mishpacha  |  96 fl oz	 $8.99 
100% Natural Vegetable Oil	Wesson  |  24 fl oz	 $2.69 
Oil Pure Vegetable	Crisco  |  32 fl oz	 $3.69 
Pure Vegetable Oil	Nut-Ola  |  48 fl oz	 $5.39 
Pure Cottonseed Oil	Gefen  |  48 oz	 $5.99 
Corn & Canola Oil Blend	Mazola  |  32 fl oz	 $3.99 
Vegetable Oil	Glicks  |  24 fl oz	 $3.49 
Vegetable Oil Plus	Mazola  |  40 oz	 $4.29 
Vodka Sauce	Lieber's  |  26 oz	$1.69 $2.39 
Pasta Sauce Vodka Sauce	Paesana  |  25 oz	 $4.89 
Marinara Style Vodka Sauce	Gefen  |  26 oz	 $2.65 
Marinara Sauce Vodka Style	Tonnelli  |  24 oz	 $2.49 
Vodka Sauce Made with Real Dairy Cream	Tonnelli  |  24 oz	$1.69 $2.99 
Duck Sauce	Wellbee's  |  12 oz	 $6.99 
Worcestershire Sauce	Haddar  |  10 fl oz	 $3.29 
Shelled Walnuts	Egoz  |  10 oz	 $7.99 
Ground Walnut	Egoz  |  6 oz	 $4.49 
Ground Walnuts	Klein's Naturals  |  6 oz	 $5.79 
Walnuts Chopped	Egoz  |  10 oz	 $7.79 
Chopped Walnuts	Gold Nut  |  6 oz	 $4.29 
Walnuts Ground	Lieber's  |  6 oz	 $2.79 
Natural Ground Walnuts	Gold Nut  |  6 oz	 $4.29 
Walnut Oil	Lieber's  |  64 fl oz	 $22.99 
Glaceau  Vapor Distilled Water	Glaceau  |  16.9 fl oz	 $6.29 
Tonic Water	Vintage  |  33 fl oz	 $0.79 
Fruit Water Sparkling Tropical Pineapple	Glaceau  |  16.9 fl oz	 $1.25 
Minis To Go Spring Water Bottles - 12 Pk	Poland Spring  |  96 fl oz	 $3.79 
Fruit Water Sparkling Fizzy Lemonade	Glaceau  |  16.9 fl oz	 $1.25 
Fruit Water Sparkling Watermelon Punch	Glaceau  |  16.9 fl oz	 $1.25 
Fruit Water Sparkling Zero Calorie Strawberry Kiwi	Glaceau  |  16.9 fl oz	 $1.25 
Watermelon Whole	  20 lb	$0.49 $0.89 / Lb 
Seedless Watermelon	  10 lb	 $0.79 / Lb 
Seedless Watermelon	  20 lb	$0.39 $0.79 / Lb 
Honeydew	 	$2.99 $3.49 
Persian Melon	 	 $3.49 
Cranshaw Melon	 	 $8.99 
Canary Melon	 	 $5.99 
Golden Melon	 	 $4.99 
Rice	Carolina  |  32 oz	 $2.25 
Rice	Carolina  |  16 oz	 $1.15 
Organic White Long Grain Rice	Lundberg  |  32 oz	 $4.99 
Rice with Chia	Rice Select  |  30.7 oz	 $6.19 
Persian Rice	Lior  |  2.2 lb	 $2.99 
Rice	Carolina  |  48 oz	 $3.35 
Riceselect White Rice Organic Texmati	Rice Select  |  36 oz	 $7.49 
Bubble Gum	 	 $8.99 
Elite  Joe Bubble Gum	Bazooka  |  6 oz	 $2.39 
Must Chewing Gum Peppermint	Must  |  0.9 oz	 $0.99 
Peppermint Gum	Must  |  1 oz	 $0.99 
Orange Gum Bottle	  46 ct	 $3.99 
Mini Gum	Elite  |  10 oz	 $3.69 
Strawberry Flavor Gum Disc	  2 oz	 $1.99 
Gum Tablets Assorted Fruit	Bubbles 	 $2.29 
Greek 100 Calories Yogurt  Mango	Yoplait  |  5.3 oz	 $1.29 
Greek Yogurt 100 Calories Pineapple	Yoplait  |  5.3 oz	 $1.29 
Greek 100 Calories Yogurt Peach	Yoplait  |  5.3 oz	 $1.29 
Greek 100 Calories Yogurt Mixed Berry	Yoplait  |  5.3 oz	 $1.29 
Greek 100 Calories Yogurt Strawberry	Yoplait  |  5.3 oz	 $1.29 
Greek 100 Calories Yogurt Vanilla	Yoplait  |  5.3 oz	 $1.29 
Greek 100 Calories Yogurt Key Lime	Yoplait  |  5.3 oz	 $1.29 
Coffee Filters	Mr. Coffee  |  50 ct	 $0.89 
Super Premium Coffee Filters #4 - 40 Ct	Melitta  |  1 pack	 $1.69 
Super Premium #2 Coffee Filters - 40 Ct	Melitta  |  1 pack	 $1.69 
Coffee Filters Single Serve - 60 Ct	Melitta  |  60 ct	 $3.19 
Coffee Filters	Mr. Coffee  |  100 ct	 $1.59 
Ground Coffee Brewer & Filter Paper	AromaVille 	 $5.99 
Moses Dark Roast Coffee	The Chosen Bean  |  12 oz	 $12.99 
Ground Coffee Breakfast Blend Medium	Starbucks  |  12 oz	 $9.99 
Storage Bags With Twist Ties Gallon Size	Plastimade  |  75 ct	 $1.49 
Storage Bags Twist Tie Gallon	Dining  |  100 Item	 $2.09 
Twist-Tie Storage Bags	Pro Pack  |  100 ct	 $2.09 
Slider Bags Storage Quart - 20 Ct	Ziploc  |  20 ct	 $2.49 
Storage Sandwich Bags	Ziploc  |  260 ct	 $5.49 
Storage Bags 2 Gallon	Ziploc  |  12 ct	 $4.99 
Zip 'n Close Food Storage Bags Gallon	Plastico  |  40 ct	 $3.49 
Heavy Duty Laundry Detergent Lemon	Krasdale  |  1 gal	 $3.99 
Liquid Laundry Detergent Tropical Splash	Purex  |  54 fl oz	 $5.29 
Laundry Detergent Stainlifters Free & Clear	All  |  195 fl oz	 $18.99 
Heavy Duty Laundry Detergent Original	Krasdale  |  0.5 gal	 $2.49 
Liquid Laundry Detergent with Downy	Tide  |  46 fl oz	 $9.49 
Laundry Detergent Dazzling Whites & Colors	Wisk  |  1.56 gal	 $16.49 
Powder Laundry Detergant Original	Tide  |  42 oz	 $9.49 
Laundry Detergent Tropical Passion	Xtra  |  175 fl oz	 $7.49 
360 Whole Mouth Clean Full Head Medium Toothbrush	Colgate  |  1 ct	 $3.49 
Body Wash Juicy Apple	Softsoap  |  7 fl oz	 $2.19 
Cleansing Body Wash Silk Whimsy	Olay  |  12 fl oz	 $3.99 
Body Wash 3-in-1 Bubble Gum	 	 $4.79 / Lb 
Body Wash Glowing Touch	Caress  |  18 fl oz	 $4.69 
Body Wash Guava Passion Fruit	Suave  |  18 fl oz	 $2.69 
Body Wash Plum & Sakura Blossom	Dove  |  16 fl oz	 $4.99 
Razors	Gillette  |  3 ct	 $3.69 
Razors	Gillette  |  5 ct	 $4.99 
Quattro Titanium Smooth Razor - 3 Ct	Schick  |  3 ct	 $5.99 
Jute Twine With Cutting Blade	  1 ct	 $2.49 
Wax Melts Hawaiian Breeze - 8 Ct	Glade  |  8 oz	 $3.49 
Plugins Refills Radiant Berries - 2 Ct	Glade  |  2 ct	 $5.79 
Good News! Disposable Razors - 12 Ct	Gillette  |  12 ct	 $6.99 
Decor Scents Glass Holder + Refill	Glade  |  0.3 oz	 $3.39 
Whitening Toothpaste - Fresh Mint	Crest  |  8.2 oz	 $3.49 
Toothpaste Cavity Protection	Colgate  |  8.2 oz	 $2.79 
Whitening Toothpaste	Adwe  |  6 oz	 $3.49 
Maximum Strength Toothpaste Extra Whitening	Sensodyne  |  4 oz	 $7.49 
Cavity Protection Fluoride Toothpaste Spearmint	Tom's Of Maine  |  5.5 oz	 $5.49 
Cavity Protection Fluoride Toothpaste Peppermint	Tom's Of Maine  |  5.5 oz	 $5.49 
Sensitive Teeth Toothpaste Fresh Mint	Sensodyne  |  4 oz	 $7.49 


Today's date is: 7/10/2016	The time is: 0:31



Applesauce Original	Mott's  |  24 oz	 $2.19 
Applesauce Natural	Mott's  |  23 oz	 $2.19 
Applesauce Natural	Mott's  |  46 oz	 $3.09 
Applesauce	Lieber's  |  48 oz	 $3.79 
Cinnamon Applesauce	Lieber's  |  50 oz	 $5.79 
Applesauce	Lieber's  |  50 oz	 $3.75 
Unsweetened Applesauce	Lieber's  |  50 oz	 $3.75 
Strawberry Applesauce	Lieber's  |  3 lb	 $6.49 
Applesauce Unsweetened	Lieber's  |  46 oz	 $3.79 
Marshmallow Joys	Joyva  |  1 oz	 $0.75 
Joy Of Kosher	 	 $6.99 
Lemon Scent Dishwashing Liquid	Joy  |  30 fl oz	 $2.99 
Ultra Dishwashing Liquid Orange Scent	Joy  |  1.1 oz	 $3.19 
Ultra  Dishwashing Liquid Lemon Scent	Joy  |  12.5 fl oz	 $1.49 
Dishwashing Liquid	Joy  |  14 fl oz	 $1.09 
Joys Chocolate Covered Jelle	Joyva  |  1 oz	 $0.69 
Slivered Almonds	YumTee  |  6 oz	 $4.79 
Rib Sauce Sweet & Sour	Gold's  |  19 oz	 $2.19 
Apple Cider Vinegar	Heinz  |  32 fl oz	 $2.25 
Apple Cider Vinegar	Supreme Star  |  32 fl oz	 $1.69 
Apple Cider Vinegar	Krasdale  |  32 fl oz	 $1.09 
Apple Cider Vinegar	Lieber's  |  16 fl oz	 $1.75 
Apple Cider Vinegar	Heinz  |  16 fl oz	 $1.49 
Organic Apple Cider Vinegar Raw Unfiltered	Bragg  |  32 fl oz	 $5.99 
Vinegar Apple Cider	Glicks  |  16 fl oz	 $1.79 
Brown Mustard with Apple Cider Vinegar	Eden  |  9 oz	 $2.69 
Organic Apple Cider Vinegar	Eden Organic  |  16 fl oz	 $3.99 
Apple Juice	Krasdale  |  64 fl oz	 $2.19 
100% Apple Juice	Lieber's  |  64 fl oz	 $2.99 
Apple Juice	Lieber's  |  64 fl oz	 $2.29 
Apple Juice	Apple & Eve  |  48 fl oz	 $2.69 
Apple Juice	Nature's Own  |  64 fl oz	 $2.29 
Apple Juice	Unger's  |  64 fl oz	 $2.99 
Apple Juice	Apple & Eve  |  48 fl oz	 $3.39 
Apple Juice	Shwartz  |  64 fl oz	 $2.19 
Apple Juice Sugar Free	Apple & Eve  |  64 fl oz	 $3.19 
Baking Soda	Lieber's  |  14 oz	 $1.59 
Pure Baking Soda	Arm & Hammer  |  12 oz	 $1.29 
Pure Baking Soda	Arm & Hammer  |  1 lb	 $0.89 
Fridge-n-freezer Baking Soda	Arm & Hammer  |  14 oz	 $0.89 
Baking Soda Cleanser	Soft Scrub  |  24 oz	 $3.59 
Fluoride Baking Soda Toothpaste	Orbitol  |  5.1 oz	 $3.49 
Sensitive Teeth Toothpaste	Adwe  |  6 oz	 $4.99 
Whitening Toothpaste Baking Soda & Peroxide	Colgate  |  8 oz	 $2.79 
Baking Soda & Peroxide Whitening With Tartar Protection Toothpaste Fresh Mint	Crest  |  6.4 oz	 $3.29 
Microwave Popcorn Butter Flavor	Golden Fluff  |  9 oz	 $1.99 
Microwave Popcorn	Golden Fluff  |  4 oz	 $1.99 
Microwave Popcorn Kettle Corn	Golden Fluff  |  9 oz	 $1.99 
Yellow Popcorn	Jack Rabbit  |  16 oz	 $0.79 
Yellow Popcorn Seeds	  2 lb	 $2.69 
Microwave Popcorn Natural Flavored	Oneg  |  3 Item	 $1.99 
Skinnypop Popcorn	Skinny Pop  |  4 oz	 $3.59 
Candy Popcorn Strawberry	Best Select  |  10 oz	 $5.99 
Kettle Cooked Popcorn Regular	Sunrise Snacks  |  1 oz	 $0.39 
Naval Pastrami	Alle  |  3 lb	 $14.49 / Lb 
Beef Pepperoni	Aaron's 	 $32.99 
Roast Beef	 	 $20.99 / Lb 
Smoked Turkey	 	 $13.99 / Lb 
Beef Salami	 	 $8.99 / Lb 
Corned Beef	 	 $22.99 / Lb 
Turkey Pastrami	 	 $10.99 / Lb 
Beef Bologna	 	 $8.99 / Lb 
Turkey Breast	 	 $13.99 / Lb 
Smoked Turkey	 	 $13.99 / Lb 
Turkey Pastrami	 	 $10.99 / Lb 
Turkey Breast	 	 $13.99 / Lb 
White Turkey Roll	 	 $10.99 / Lb 
Naval Pastrami	Alle  |  3 lb	 $14.49 / Lb 
Beef Pepperoni	Aaron's 	 $32.99 
Roast Beef	 	 $20.99 / Lb 
Beef Salami	 	 $8.99 / Lb 
Corned Beef	 	 $22.99 / Lb 
Almond Milk Original Unsweetened	Silk  |  63.9 fl oz	 $3.89 
Almond Milk Vanilla Unsweetened	Silk  |  63.9 fl oz	 $3.89 
Supreme Vanilla Almond Milk	Lieber's  |  32 fl oz	 $2.69 
Almond Almondmilk Vanilla	Silk  |  63.9 fl oz	 $3.89 
Original Supreme Almond Milk	Lieber's  |  32 fl oz	 $3.89 
Almond Original Almondmilk	Silk  |  33.8 fl oz	 $3.89 
Supreme Vanilla Almond Milk	Lieber's  |  32 fl oz	 $3.89 
Almond Almondmilk Dark Chocolate	Silk  |  64 fl oz	 $3.89 
Milk Chocolate Almonds	Alprose  |  3.5 oz	 $2.49 
Gala Apples	 	 $1.59 / Lb 
Cortland Apples	 	 $1.19 / Lb 
Quince Apples	 	 $2.69 
Fuji Apples	  0.5 lb	 $1.29 / Lb 
Gala Apples	  0.4 lb	 $2.99 / Lb 
Case Macintosh Apple	 	 $0.99 / Lb 
Golden Delicious Apples Fancy	  0.5 lb	 $1.29 / Lb 
Empire Apples	  0.5 lb	 $1.19 / Lb 
Granny Smith Apples	  0.5 lb	 $1.29 / Lb 
Artichokes	 	 $0.99 
Quartered Marinated Artichoke Hearts	Season  |  6 oz	 $2.09 
Asparagus	  1 lb	 $4.99 / Lb 
Artichoke Hearts Marinated	Season  |  12 oz	 $3.79 
White Asparagus Peeled Spears	Roland  |  11.6 oz	 $3.69 
Asparagus Cuts & Tips	Del Monte  |  10.5 oz	 $1.99 
Artichoke Hearts	Birds Eye  |  9 oz	 $4.39 
Artichoke Bottoms	Shams  |  14 oz	 $3.25 
Artichoke Bottoms	Galil  |  16 oz	 $3.49 
Baby Spinach & Arugula	  5 oz	 $3.99 
Baby Arugula	Postiv  |  5 oz	 $4.49 
Baby Arugula	Organicgirl  |  5 oz	 $3.99 
Organic Baby Arugula	Earthbound Farm  |  5 oz	 $3.99 
Baby Spinach & Arugula	Earthbound Farm  |  5 oz	 $4.99 
Asparagus	  1 lb	 $4.99 / Lb 
Artichokes	 	 $0.99 
White Asparagus Peeled Spears	Roland  |  11.6 oz	 $3.69 
Asparagus Cuts & Tips	Del Monte  |  10.5 oz	 $1.99 
Quartered Marinated Artichoke Hearts	Season  |  6 oz	 $2.09 
Artichoke Hearts Marinated	Season  |  12 oz	 $3.79 
Asparagus Stir Fry	Bodek  |  16 oz	 $4.59 
Avocado	 	 $2.29 
Hass Avocado	 	 $2.29 
Florida Avocado	 	 $3.49 
Avocado Salad	Golden Taste  |  7.5 oz	 $3.99 
Extra Virgin Avocado Oil	Oxygen  |  8.5 fl oz	 $8.49 
Avocado Oil	  8.5 fl oz	 $8.49 
Guacamole Classic	Sabra  |  8 oz	$2.49 $3.29 
Guacamole Authentic Recipe	Calavo  |  12 oz	 $4.49 
' Plain Bagels - 6 Pk	Thomas'  |  20 oz	 $4.69 
' Everything Bagel - 6 Ct	Thomas'  |  20 oz	 $4.69 
Original Pre-sliced Bagels Plain - 6 Ct	Lender's  |  12 oz	 $2.39 
Baby Bagels	Yossi's  |  13 oz	 $3.79 
Bagel Sticks	 	 $1.19 
Plain Bagels Jumbo 5 Ct	Yossi's Pita  |  14.2 oz	 $2.99 
Vegetable Pizza Bagels	Macabee  |  12.5 oz	 $3.99 
Case Bananas	 	 $21.99 
Banana Bunch	  2.3 lb	 $0.99 / Lb 
Baby Bananas	  0.1 lb	 $1.49 / Lb 
Banana Bunch	  2.3 lb	 $0.59 / Lb 
100% Fruit Juice Smoothie Strawberry Banana	Bolthouse Farms  |  52 fl oz	 $5.99 
Gogo Squeez Applesauce On The Go Apple Banana - 4 Ct	Materne  |  3.2 oz	 $2.89 
Candy Planet Banana	Shneider's  |  5.3 oz	 $2.89 
Natural Dried Pineapple Banana	Klein's Naturals  |  7 oz	 $5.49 
Bbq Sauce Regular	Sara's  |  12 fl oz	 $4.39 
Barbecue Sauce Honey Smokehouse	Jack Daniel's  |  28 oz	$2.99 $3.39 
Barbecue Sauce	Wellbee's  |  12 oz	 $6.69 
Barbeque Sauce	Gold's  |  18 oz	 $2.29 
Kc Masterpiece Barbecue Sauce Hot 'N Spicy	Kc Masterpiece  |  18 oz	 $1.99 
Thick 'n Spicy Barbecue Sauce Original	Kraft  |  18 oz	 $2.09 
Barbecue Sauce Spicy Original	Jack Daniel's  |  19 oz	 $2.45 
Loose Beets	  0.5 lb	 $0.99 / Lb 
Beets Bunch	 	 $0.99 
Organic Red Beets Whole Peeled Cooked	Gefen  |  17.6 oz	$1.99 $3.99 
Beets Sliced	Unger's  |  15 oz	 $0.99 
Whole Beets	Haddar  |  15 oz	 $1.09 
Whole Beets	Unger's  |  15 oz	 $1.09 
Beets and Horseradish	Shefa  |  15 oz	 $3.59 
Horseradish & Beets	Gold's  |  8 oz	 $1.99 
Raspberries	Well-Pict Berries  |  6 oz	$2.99 $3.99 
Blackberries	 	 $2.99 
Strawberries	 	 $2.99 
Strawberries	  16 oz	$3.99 $4.99 
Blueberries	 	 $5.99 
Blueberries	  6 oz	 $3.49 
Organic Blackberries	Pure Fresh  |  6 oz	 $1.99 
Raspberries	Well-Pict Berries  |  6 oz	$2.99 $3.99 
Blackberries	 	 $2.99 
Strawberries	 	 $2.99 
Strawberries	  16 oz	$3.99 $4.99 
Blueberries	 	 $5.99 
Blueberries	  6 oz	 $3.49 
Organic Blackberries	Pure Fresh  |  6 oz	 $1.99 
Raspberries	Well-Pict Berries  |  6 oz	$2.99 $3.99 
Blackberries	 	 $2.99 
Strawberries	 	 $2.99 
Strawberries	  16 oz	$3.99 $4.99 
Blueberries	 	 $5.99 
Blueberries	  6 oz	 $3.49 
Organic Blackberries	Pure Fresh  |  6 oz	 $1.99 
Black Olives	Gefen  |  19 oz	 $2.69 
Natural Black Olives	Galil  |  19 oz	 $2.99 
Black Olives Pitted	Galil  |  10 oz	 $2.99 
California Ripe Pitted Black Olives Medium	Lindsay  |  5 oz	 $2.09 
Pitted Black Olives Manzanillo	Kvuzat Yavne  |  19 oz	 $3.49 
Sliced Black Manzanillo Olives	Kvuzat Yavne  |  19 oz	 $3.09 
Black Sliced Olive	Bnei Darom  |  19 oz	 $2.69 
Sliced Black Olives	Gefen  |  19 oz	 $2.69 
Black Olives	Gefen  |  19 oz	 $2.69 
Natural Black Olives	Galil  |  19 oz	 $2.99 
Black Olives Pitted	Galil  |  10 oz	 $2.99 
California Ripe Pitted Black Olives Medium	Lindsay  |  5 oz	 $2.09 
Pitted Black Olives Manzanillo	Kvuzat Yavne  |  19 oz	 $3.49 
Sliced Black Manzanillo Olives	Kvuzat Yavne  |  19 oz	 $3.09 
Black Sliced Olive	Bnei Darom  |  19 oz	 $2.69 
Sliced Black Olives	Gefen  |  19 oz	 $2.69 
Black Olives	Gefen  |  19 oz	 $2.69 
Natural Black Olives	Galil  |  19 oz	 $2.99 
Black Olives Pitted	Galil  |  10 oz	 $2.99 
California Ripe Pitted Black Olives Medium	Lindsay  |  5 oz	 $2.09 
Pitted Black Olives Manzanillo	Kvuzat Yavne  |  19 oz	 $3.49 
Sliced Black Manzanillo Olives	Kvuzat Yavne  |  19 oz	 $3.09 
Black Sliced Olive	Bnei Darom  |  19 oz	 $2.69 
Sliced Black Olives	Gefen  |  19 oz	 $2.69 
Rice Brown Rice Whole Grain	Carolina  |  32 oz	 $2.59 
Brown Rice Basmati	Pereg  |  16 oz	 $3.49 
California Brown Basmati Rice	Lundberg  |  32 oz	 $4.29 
