Today's date is: 8/1/2016	The time is: 1:47
PapaNicholas Colombian Supremo Whole Bean Coffee, 12 oz	   $6.90       
Starbucks French Roast Whole Bean Coffee, 12 oz	   $7.90   65.8¢ / oz     
Caribou Coffee Mahogany Dark Roast Whole Bean Coffee, 12 oz	   $7.60   63.3¢ / oz     
PapaNicholas Coffee Italian Espresso Whole Bean Coffee, 10 oz	   $6.80   68.0¢ / oz     
Starbucks Dark Sumatra Whole Bean Coffee, 12 oz	   $18.70   $1.56 / oz     
Eight O'Clock® Colombian Peaks Whole Bean Coffee 33 oz. Bag	   $13.60   41.2¢ / oz  Out of stock      
Eight O'Clock® Dark Italian Roast Whole Bean Coffee 11.5 oz. Bag	   $5.20   45.2¢ / oz  Out of stock      
Seattle;s Best Level 5 Whole Bean Coffee, 12 oz.	   $5.38   44.8¢ / oz  Out of stock      
Great Value Non-Dairy Coffee Creamer, 35.3 oz	   $4.20   11.9¢ / oz     
COFFEE-MATE Original Powder Coffee Creamer 35.3 oz. Canister	   $5.80   16.4¢ / oz     
Great Value Original Coffee Creamer, 50 oz	   $4.92   9.8¢ / oz     
COFFEE-MATE French Vanilla Liquid Coffee Creamer 24 ct Tubs	   $2.90   32.2¢ / fl oz     
COFFEE-MATE Original Liquid Coffee Creamer 24 ct Tubs	   $2.90   32.2¢ / fl oz     
Great Value French Vanilla Coffee Creamer, 15 oz	   $2.40   16.0¢ / oz     
Great Value Coffee Creamer, 22 Oz	   $2.88   13.1¢ / oz     
COFFEE-MATE Original Powder Coffee Creamer 22 oz. Canister	   $10.04       
Great Value Hazelnut Coffee Creamer, 15 oz	   $2.40   16.0¢ / oz     
International Delight Mini I.D.'s Caramel Macchiato Non-Dairy Coffee Creamer, 0.44 fl oz, 24 count	   $2.61   24.9¢ / fl oz     
International Delight Mini I.D.'s Hazelnut Liquid Coffee Creamer Singles, .44 fl oz, 24 count	   $2.61   24.9¢ / fl oz     
Nestlé Coffee-mate French Vanilla Coffee Creamer 50.7 fl. oz. Bottle	   $15.86   31.3¢ / fl oz     
Coffee-mate Hazelnut Liquid Coffee Creamer, 0.375 oz, 180 count	   $18.82   27.9¢ / oz     
Coffee-mate Hazelnut Powder Coffee Creamer, 15 oz(Pack of 2)	   $7.96       
COFFEE-MATE Original Powder Coffee Creamer 16 oz. Canister	   $3.30   20.6¢ / oz     
COFFEE-MATE French Vanilla Powder Fat Free Coffee Creamer 15 oz. Canister	   $4.19   27.9¢ / fl oz     
Coffee-mate Creamy Chocolate Powder Coffee Creamer, 15 oz(Pack of 2)	   $7.96       
Nestlé Coffee-mate Vanilla Caramel Coffee Creamer 50-0.375 fl. oz. Tubs	   $6.40   34.2¢ / fl oz     
Nestlé Coffee-mate French Vanilla Coffee Creamer 15 oz. Plastic Container	   $5.07   33.8¢ / oz     
COFFEE-MATE Hazelnut Powder Coffee Creamer 15 oz. Canister	   $9.48    Out of stock      
CARNATION Sweetened Condensed Milk 14 oz. Can	   $2.38   17.0¢ / oz     
Nestlé La Lechera Sweetened Condensed Milk 11.8 oz. Squeeze Bottle	   $2.88   24.4¢ / oz     
Borden Sweetened Condensed Fat Free Eagle Brand Milk, 14 oz	   $2.08   14.9¢ / oz     
Great Value Canola Oil Cooking Spray, 8 oz	   $2.20   27.5¢ / oz     
Great Value Butter Cooking Spray, 8 ounces	   $2.20   27.5¢ / oz     
Crisco No-Stick Original 100% Canola Oil Cooking Spray, 6 oz	   $2.30   38.3¢ / oz     
Pam Olive Oil Cooking Spray, 5 oz	   $2.81   56.2¢ / oz     
Great Value Olive Oil Cooking Spray, 7 oz (Pack of 3)	   $8.22       
Crisco No-Stick Butter Cooking Spray, 6 oz	   $2.30   38.3¢ / oz     
Pam Original Cooking Spray, 10 oz, (Pack of 2)	   $8.00   40.0¢ / oz     
Pam Original Cooking Spray, 8 oz (Pack of 2)	   $7.06       
Pam Simply Coconut Oil No-Stick Cooking Spray, 5 oz	   $3.53   70.6¢ / oz     
Smart Balance Original Non-Stick Cooking Spray, 6 oz	   $3.10   51.7¢ / oz     
Pam Butter Cooking Spray, 5 oz	   $2.86   57.2¢ / oz     
Pam Baking Cooking Spray, 5 oz	   $2.71   54.2¢ / oz     
Smart Balance Omega Non-Stick Original Cooking Spray, 6 oz, (Pack of 12)	   $39.11   54.3¢ / oz     
Kelapo Extra Virgin Coconut Oil Non-Stick Cooking Spray, 5 FO (Pack of 6)	   $55.00       
Great Value Original Cooking Spray, 8 ounces	   $2.20   27.5¢ / oz  Out of stock      
Pam Olive Oil Cooking Spray, 7oz	   $3.76   53.7¢ / oz  Out of stock      
Pam Organic Olive Oil Cooking Spray, 5 oz	   $3.53   70.6¢ / oz  Out of stock      
Pam Original Cooking Spray, 6 oz	   $2.81   46.8¢ / oz  Out of stock      
Pam Cooking Spray For Grilling, 5 oz	   $2.71   54.2¢ / oz  Out of stock      
Emeril's Creamery Butter Flavor Cooking Spray, 6 oz	   $2.60   43.3¢ / oz  Out of stock      
Libby's Whole Kernel Sweet Corn, 15 oz, 4 ct	   $2.90   4.8¢ / oz     
Del Monte Fresh Cut Golden Sweet Whole Kernel Corn, 15.25 oz, 4 count	   $3.80   6.2¢ / oz     
Green Giant Whole Kernel Sweet Corn, 15.25 oz, 4ct(Pack of 2)	   $6.84       
Del Monte Golden Sweet Whole Kernel Corn, 6.6 lbs	   $6.48       
Ocean Spray 100% Cranberry 100% Juice, 101.4 oz	   $5.20   5.1¢ / fl oz     
Ocean Spray No Sugar Added 100% Cranberry Juice, 10 fl oz, 6 count	   $4.20   7.0¢ / fl oz     
Ocean Spray Cranberry 100% Juice, 60 fl oz (Pack of 2)	   $6.26       
R.W. Knudsen Just Cranberry Juice, 32 oz	   $6.30   19.7¢ / oz     
Ocean Spray Original Cranberry Juice Cocktail, 10 fl oz, 6 count	   $4.20   7.0¢ / fl oz     
Ocean Spray Cranberry Cocktail Juice, 3 Liters	   $4.19   4.1¢ / fl oz     
Northland Cranberry 100% Juice, 64 fl oz	   $3.10   4.8¢ / fl oz     
Ocean Spray No Sugar Added Cranberry Blueberry Blackberry, 100% Juice, 60 fl oz	   $3.10   5.2¢ / fl oz     
Ocean Spray Cran-Pomegranate Juice, 64 fl oz	   $2.82   4.4¢ / fl oz     
Ocean Spray Diet Cranberry Spray Juice, 64 Fl oz (Pack of 3)	   $8.43       
Ocean Spray Cranberry Juice Cocktail, 64 Fl Oz (Pack of 3)	   $8.04       
Ocean Spray Cran-Grape Grape Cranberry Juice Drink, 10 fl oz, 6 count	   $4.20   7.0¢ / fl oz     
Ocean Spray Light Cranberry Juice Cocktail, 64 Fl Oz	   $3.13   4.9¢ / fl oz     
Great Value Cranberry Black Cherry Flavored Juice Cocktail, 64 fl oz	   $2.28   3.6¢ / fl oz     
Great Value Cranberry Apple Juice, 128 fl oz	   $3.98   3.1¢ / fl oz     
Ocean Spray Diet Cranberry Juice, 3 Liters	   $4.20   4.1¢ / fl oz  Out of stock      
Great Value Cranberry Juice Cocktail, 128 Fl Oz	   $3.98   3.1¢ / fl oz  Out of stock      
Ocean Spray Cranberry Concord Grape 100% Juice, 101.4 fl oz	   $5.20   5.1¢ / fl oz  Out of stock      
Ocean Spray Cranberry Cherry Flavor, 100% Juice, 60 fl oz	   $3.10   5.2¢ / fl oz  Out of stock      
Ocean Spray Cranberry Mango 100% Juice, 60 fl oz	   $3.13   5.2¢ / fl oz  Out of stock      
Old El Paso® Crunchy Taco Shells 18 ct. Box	   $2.10   30.5¢ / oz     
McCormick Crushed Red Pepper, 2.62 oz	   $3.10   $1.18 / oz     
McCormick Crushed Red Pepper, 13 oz	   $13.87       
Great Value Crushed Red Pepper, 1.5 oz	   $2.44   $1.63 / oz     
Simply Organic Mini Crushed Red Pepper . 42 Oz - Pack of 6 - SPu579110	   $24.56       
Badia Crushed Red Pepper, .5 oz	   $20.72       
Badia Crushed Red Pepper, 4.5 oz	   $34.74       
Tone's Crushed Red Pepper - 13.5 oz. shaker	   $7.90       
Badia Crushed Red Pepper, 4.5 oz (Pack of 12)	   $26.35   48.8¢ / oz     
Badia Crushed Red Pepper, .5 oz (Pack of 12)	   $8.43   $1.40 / oz     
Spice Islands Crushed Red Pepper, 1.4 oz (Pack of 3)	   $14.98   $3.57 / oz     
The Spice Hunter Crushed Red Chile Pepper, 1.3 oz (Pack of 6)	   $37.20   $4.77 / oz     
Simply Organic 28704 Organic Crushed Hot Red Pepper	   $12.32       
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
distilled white vinegar	Item not there
Pompeian® Robust Imported Extra Virgin Olive Oil 68 fl. oz. Plastic Bottle	   $15.70   23.1¢ / fl oz     
Pompeian® Organic Extra Virgin Olive Oil 16 fl. oz. Bottle	   $5.20   32.5¢ / fl oz     
Star Extra Virgin Olive Oil, 24.5 fl oz	   $7.00   13.8¢ / fl oz     
Great Value: 100% Extra Virgin Olive Oil, 51 Oz	   $10.40   20.4¢ / fl oz     
Bertolli Oil: Extra Virgin Olive Oil, 25.5 Oz	   $7.96   31.2¢ / fl oz     
California Olive Ranch Extra Virgin Olive Oil, 25.4 fl oz	   $9.43   37.1¢ / fl oz     
Olivari Extra Virgin Mediterranean Olive Oil, 25.5 oz	   $6.30   24.7¢ / fl oz     
California Olive Ranch Chef Size Extra Virgin Olive Oil, 47.3 fl oz	   $14.60   30.9¢ / fl oz     
Colavita Extra Virgin First Cold Pressed Olive Oil, 25.5 fl oz	   $12.20   47.8¢ / fl oz     
Pompeian® Robust Imported Extra Virgin Olive Oil 16 fl. oz. Bottle	   $4.90   30.6¢ / fl oz     
California Olive Ranch Extra Virgin Olive Oil, 16.9 fl oz	   $7.34   43.4¢ / fl oz     
Filippo Berio Extra Virgin Olive Oil, 25.3 oz	   $8.10   32.0¢ / fl oz     
Great Value: 100% Extra Virgin Olive Oil, 25.5 oz	   $6.00   23.5¢ / fl oz  Out of stock      
Great Value: 100% Extra Virgin Olive Oil, 101 oz	   $18.96   18.8¢ / fl oz  Out of stock      
Terra Delyssa Tunisian Extra Virgin Olive Oil, 101.5 fl oz	   $21.50   21.2¢ / fl oz  Out of stock      
Bertolli Oil: Extra Virgin Olive Oil, 17 Oz	   $6.30   37.1¢ / fl oz  Out of stock      
Pompeian® Robust Imported Extra Virgin Olive Oil 32 fl. oz. Plastic Bottle	   $8.70   27.2¢ / fl oz  Out of stock      
Filippo Berio Extra Virgin Olive Oil, 101 oz	   $26.80   26.5¢ / fl oz  Out of stock      
Terra Delyssa Organic Tunisian Extra Virgin Olive Oil, 17 fl oz	   $5.80   34.1¢ / fl oz  Out of stock      
Bertolli Oil: Extra Virgin Rich & Fruity Olive Oil, 51 oz	   $15.18   29.8¢ / fl oz  Out of stock      
Nabisco Strawberry Fig Newtons	   $3.73   31.1¢ / oz     
Nabisco Newtons Fat Free Fig Cookies, 2.1 oz, 12 count	   $5.00   19.8¢ / oz     
Nabisco Newtons: Fig 2 Ct Single Serve Cookies, 2 oz	   $12.43       
King Arthur Flour 100% Organic All-Purpose Flour, 2 lbs	   $3.00   9.4¢ / oz     
King Arthur Flour 100% Organic Unbleached All-Purpose Flour, 2 lbs (Pack of 2)	   $5.76       
King Arthur All-Purpose Unbleached Flour, 5 lbs	   $3.58   4.5¢ / oz     
King Arthur Unbleached All Purpose Flour, 5 lb (Pack of 8)	   $75.61   $1.89 / oz     
Gold Medal® All-Purpose Flour 25 lb. Bag	   $15.45   3.9¢ / oz     
Bob’s Red Mill Unbleached White All-Purpose Flour, 80 oz	   $37.07       
King Arthur Flour Gluten Free All-Purpose Baking Mix, 24 oz	   $5.28   22.0¢ / oz     
Gold Medal® Unbleached All-Purpose Flour 10 lb. Bag	   $5.10   3.2¢ / oz     
King Arthur Flour Whole Wheat Flour, 5 lb (Pack of 8)	   $49.98   $1.25 / oz     
Immaculate Organic All-Purpose Flour, 5 lb	   $6.80   85.0¢ / oz     
King Arthur Flour Gluten Free All-Purpose Baking Mix, 24 oz, (Pack of 6)	   $42.35   29.4¢ / oz     
Gold Medal® Organic All-Purpose Flour 5 lb. Bag	   $6.80   8.5¢ / oz     
Pillsbury All Purpose Flour 10 Lb	   $4.20   2.6¢ / oz  Out of stock      
PILLSBURY NATURAL UNBLEACHED FLOUR 5 lb	   $2.61   3.3¢ / oz  Out of stock      
Gold Medal® All-Purpose Flour 4.25 lb. ZIP-PAK®	   $39.16    Out of stock      
King Arthur Flour: All-Purpose Unbleached Flour, 2 lb	   $1.98    Out of stock      
Wheat Montana Natural White All-Purpose Flour, 5 Lb	   $3.96   5.0¢ / oz  Out of stock      
King Arthur Flour All-Purpose Unbleached Flour, 25 lbs	   $16.98   4.3¢ / oz  Out of stock      
King Arthur Flour All-Purpose Unbleached Flour, 10 lbs	   $6.94   4.3¢ / oz  Out of stock      
Great Value All Purpose Flour, 25 lb	   $7.98   2.0¢ / oz  Out of stock      
Old El Paso® Restaurante Grande Flour Tortillas 6 ct Bag	   $2.60   43.3¢ / each     
Ortega Flour Tortillas, 10 count, 14.3 oz (Pack of 4)	   $8.32       
La Comadre Flour Tortillas, 10ct (Pack of 12)	   $36.12   30.1¢ / oz     
Kellogg's Frosted Flakes Cereal, 33 oz	   $4.80   14.6¢ / oz     
Kellogg's Frosted Flakes Cereal, 26.8 oz	   $4.20   15.7¢ / oz     
Malt-O-Meal Frosted Flakes Cereal, 40.5 oz	   $5.20   12.8¢ / oz     
Kellogg's Frosted Flakes Cereal, 15 oz	   $3.10   20.7¢ / oz     
Kellogg's Frosted Flakes Cereal, 10.5 oz	   $2.10   20.0¢ / oz     
Great Value Sugar Frosted Flakes Cereal, 26.8 oz	   $2.93       
Kellogg's Frosted Flakes Cereal with Marshmallows, 26.8 oz	   $4.20       
Kellogg's Frosted Flakes with Energy Clusters Cereal, 12.1 oz	   $3.09   25.5¢ / oz     
Kellogg's Frosted Flakes Chocolate Cereal, 14.7 oz (Pack of 2)	   $6.24       
Kellogg's Frosted Flakes Cereal Cup Single Serve (6 Single Serve Packs)	   $13.58       
Kellogg's Frosted Flakes Cereal, 15 oz, (Pack of 16)	   $46.36   25.8¢ / oz     
Kellogg's Frosted Flakes Cereal (55 oz.)	   $10.54       
FROSTED FLAKES 01468 Frosted Flakes(R),Original,2.1 oz.,PK6 G1939561	   $12.88       
Envirokidz Organic Amazon Frosted Flakes Cereal, 14 oz (Pack of 6)	   $27.39   32.6¢ / oz     
Nature's Path Organic - EnviroKidz Organic Cereal Amazon Frosted Flakes - 14 oz.	   $40.45       
Betty Crocker Hershey's Milk Chocolate Frosting, 16 oz (Pack of 5)	   $8.60       
Pillsbury Creamy Supreme Sugar Free Vanilla Frosting, 15 oz	   $2.40   16.0¢ / oz     
Wilton Ready-To-Use Decorating Icing Tube, Creamy White 4.5 lb. 704-680	   $12.47   17.3¢ / fl oz     
Pillsbury Creamy Supreme Chocolate Fudge Sugar Free Frosting, 15oz	   $2.40   16.0¢ / oz     
Bear Creek Country Kitchens Soup Mix Creamy Wild Rice, 10.20 oz	   $3.70   36.3¢ / oz     
Disney Frozen Waffle Maker	   $5.97    Was $14.96    Save $8.99   
Disney Frozen Olaf Waffle Maker	   $19.44       
Sunkist® Mixed Fruit Fruit Flavored Snacks 24-0.8 oz. Pouches	   $4.10   21.4¢ / oz     
Betty Crocker® Fruit by the Foot®/Fruit Roll-Ups®/Fruit Gushers® Fruit Flavored Snacks Party Pack 24 ct. Pouches	   $4.10   41.2¢ / oz     
Mott's® Medleys Assorted Fruit Flavored Snacks 24-0.8 oz. Pouches	   $4.14   21.6¢ / oz     
Welch's Fruit Snacks Fruit Punch and Berries 'n Cherries, .9 oz, 22 count	   $4.20   21.2¢ / oz     
Kellogg's Disney Frozen Assorted Fruit Flavored Snacks, 20 count, 16 oz	   $3.70   23.1¢ / oz     
Betty Crocker® Fruit Roll-Ups® Cherry Orange Wildfire®/Strawberry/Tropical Tie-Dye® Fruit Flavored Snacks 10-0.5 oz. Rolls	   $2.10   35.0¢ / oz     
Kellogg's Berry Sweet and Sour Fruity Snacks Sours Fruit Snacks, 10 count, 7 oz	   $2.10   21.0¢ / each     
Betty Crocker® SpongeBob SquarePants™ Fruit Flavored Snacks 10-0.8 oz. Pouches	   $1.49   18.6¢ / oz     
Betty Crocker® Fruit Roll-Ups® Mini Rolls® Strawberry Craze® Fruit Flavored Snacks 18-0.37 oz. Pouches	   $2.00   30.3¢ / oz     
Betty Crocker® Teenage Mutant Ninja Turtles™ Fruit Flavored Snacks 10-0.8 oz. Pouches	   $2.10   26.3¢ / oz     
Kellogg's Disney Zootopia Assorted Fruit Flavored Snacks, 10 count, 8 oz	   $2.10   26.3¢ / oz     
Betty Crocker® Scooby-Doo!™ Fruit Flavored Snacks 20-0.8 oz. Pouches	   $4.10   25.6¢ / oz     
Black Forest Triple Layer Fruit Collision Fruit Snacks, 0.8 oz, 24 count	   $4.50   23.4¢ / oz     
Betty Crocker® Despicable Me™ Fruit Flavored Snacks 10-0.8 oz. Pouches	   $2.10   26.3¢ / oz     
Betty Crocker® Fruit Gushers® Strawberry Splash®/Tropical Fruit Flavored Snacks Variety Pack 20-0.9 oz. Pouches	   $6.02   33.4¢ / oz     
Welch's Fruit Snacks Mixed Fruit, .9 oz, 22 count	   $4.20   21.2¢ / oz  Out of stock      
Kellogg's Strawberry Fruity Snacks, 16 oz	   $3.66   18.3¢ / oz  Out of stock      
Welch's Fruit Snacks Island Fruits, .9 oz, 22 count	   $4.20   21.2¢ / oz  Out of stock      
Kellogg's Disney Princess Assorted Fruit Flavored Snacks, 20 count, 16 oz	   $3.66   22.9¢ / oz  Out of stock      
Kellogg's Disney/Pixar Cars 2 Assorted Pouches Fruit Flavored Snacks, 16 oz, 20ct	   $3.70   23.1¢ / oz  Out of stock      
Fruity Pebbles Cereal, 40 oz	   $6.30   15.8¢ / oz  Out of stock      
Post® Fruity Pebbles™ Cereal 15 oz. Box	   $3.30   22.0¢ / oz  Out of stock      
Post Fruity Pebbles (34 oz.)	   $8.28       
Tiesta Tea Fruity Pebbles Green Tea, 4 Oz (Pack of 6)	   $62.57       
McCormick Garlic Powder, 12.25 oz	   $6.80   55.5¢ / oz     
American Spice Garlic Powder, 14 oz	   $4.70   33.6¢ / oz     
Great Value Garlic Powder Seasoning, 21 oz	   $7.30   34.8¢ / oz     
Lawry's Casero Garlic Powder, 8.5 oz (Pack of 3)	   $7.44       
Great Value Powder Garlic, 3.12 oz (Pack of 3)	   $7.32       
Badia Garlic Powder, 3 oz	   $28.88       
Badia Garlic Powder, 3 oz (Pack of 12)	   $17.01   47.3¢ / oz     
Spice Islands Garlic Powder, 2.25 oz (Pack of 3)	   $35.53   $5.26 / oz     
Badia: Garlic Powder, 10.5 Oz	   $48.45       
Bolner's Fiesta Brand Garlic Powder Seasoning, 6 oz	   $35.35       
Fiesta Brand Garlic Powder, 6 oz (Pack of 6)	   $36.68   $1.02 / oz     
Spice Islands: Powder Garlic, 2.25 oz	   $32.06       
Tone's Garlic Powder, 2,88 oz (Pack of 6)	   $35.23   6.7¢ / oz     
Badia Garlic Powder, 10.5 oz (Pack of 12)	   $50.86   40.4¢ / oz     
Tone's: Powder Garlic, .9 oz	   $22.12       
Watkins Garlic Powder, 2.68 oz	   $3.75   $1.40 / oz     
McCormick Garlic Powder, 3.12 oz	   $2.56   82.1¢ / oz  Out of stock      
McCormick California Style Garlic Powder, 3 oz	   $2.56   85.3¢ / oz  Out of stock      
McCormick Garlic Powder, 21 oz	   $10.80   51.4¢ / oz  Out of stock      
McCormick Garlic Salt, 5.25 oz	   $1.76   33.5¢ / oz  Out of stock      
Gatorade Variety Pack 12 oz, 18 pk	   $9.10   4.2¢ / fl oz     
Gatorade Thirst Quencher Fruit Punch Sports Drink, 8 Ct/160 Fl Oz	   $5.24   3.3¢ / fl oz     
Gatorade Cool Blue Sports Drink, 12 Ct/144 Fl Oz	   $6.30   4.4¢ / fl oz     
Gatorade All Stars Thirst Quencher Orange Sports Drink, 12 Ct/144 Fl Oz	   $6.30   4.4¢ / fl oz     
Gatorade Frost Glacier Cherry Thirst Quencher Sports Drink, 20 fl oz, 8 count	   $5.24   3.3¢ / fl oz     
Gatorade Thirst Quencher Frost Glacier Freeze Sports Drink, 8 Ct/160 Fl Oz	   $5.23   3.3¢ / fl oz     
Gatorade Thirst Quencher Fruit Punch Sports Drink Mix, 51 Oz	   $8.90   17.5¢ / fl oz     
Gatorade Orange Sports Drink, 20 oz/8 pk	   $5.23   3.3¢ / fl oz     
Gatorade: Variety Pack 12 Oz, 18 Pk	   $9.11   4.2¢ / fl oz     
Gatorade: All Stars Thirst Quencher Fruit Punch Sports Drink, 12 Pk	   $6.30   4.4¢ / fl oz     
Gatorade Fierce Thirst Quencher Grape Sports Drink, 8 Ct/160 Fl Oz	   $5.24   3.3¢ / fl oz     
Gatorade Thirst Quencher Lemon-Lime 12 Pack 355ml	   $6.30   4.4¢ / fl oz     
Gatorade G Frost Glacier Freeze Thirst Quencher Sports Drink, 12 fl oz, 12 pack	   $6.30   4.4¢ / fl oz     
Gatorade Frost Glacier Cherry Thirst Quencher Sports Drink, 12 fl oz, 12 pack	   $6.30   4.4¢ / fl oz     
Gatorade Thirst Quencher Orange Sports Drink, 51 oz	   $8.90   17.5¢ / fl oz     
Gatorade G Frost Rain Berry Thirst Quencher Sports Drink, 12 fl oz, 12 pack	   $6.30   4.4¢ / fl oz     
Gatorade Thirst Quencher Frost Glacier Freeze Sports Drink Mix, 51 Oz	   $8.90   17.5¢ / oz     
Gatorade Thirst Quencher Sports Drink, 20 fl oz, 8 pack	   $5.20   3.3¢ / fl oz     
Gatorade Thirst Quencher Orange Sports Drink, 128 Fl Oz	   $4.20   3.3¢ / fl oz     
Gatorade Thirst Quencher Lemon-Lime Sports Drink Mix, 51 Oz	   $8.90   17.5¢ / fl oz     
Seagram's Ginger Ale, 12 fl oz, 12 pack (Pack of 2)	   $7.00       
Canada Dry Ginger Ale, 12 fl oz, 24 pack	   $11.66       
Vernors Ginger Soda, 6ct (Pack of 4)	   $21.33   88.9¢ / fl oz     
Nabisco Honey Maid Honey Grahams, 28.8 oz	   $5.18   18.0¢ / oz     
Nabisco Honey Maid Honey Grahams, 14.4 oz	   $3.20   22.2¢ / oz     
Nabisco Grahams Original Graham Crackers, 14.4 oz	   $3.20   22.2¢ / oz     
Great Value: Cinnamon Grahams Crackers 3 Packs, 14.4 Oz	   $1.84   12.8¢ / oz     
Keebler™ Honey Grahams Crackers 32 oz. Box	   $4.19   13.1¢ / oz     
Keebler™ Original Grahams Crackers 15 oz. Box	   $3.00   20.0¢ / oz     
NABISCO HONEY MAID LF GRAHAM CRACKERS	   $3.20   22.2¢ / oz     
Nabisco Honey Maid Cinnamon Graham Crackers (Pack of 3)	   $9.00       
Keebler™ Deluxe Grahams Graham Crackers 12.5 oz. Pack	   $2.10   16.8¢ / oz     
Keebler® Scooby-Doo!™ Baked Cinnamon Graham Cracker Sticks 11 oz. Box	   $2.61   23.7¢ / oz     
Kinnikinnick Foods S'moreables Graham Crackers, 8 oz, (Pack of 6)	   $22.94   $2.87 / oz     
Keebler: Baked Graham Sticks Cinnamon Crackers, 12 Oz(Pack of 2)	   $9.36       
Stauffer's Original Animal Crackers, 1.5 oz, 12 count	   $3.30   18.3¢ / oz     
Nabisco Honey Maid Graham Crackers 4 Pack Value Box	   $11.47       
Great Value Chocolate Chunk Chewy Granola Bars Variety Pack, 0.84 oz, 24 ct	   $4.20   20.7¢ / oz     
Quaker Chewy Granola Bars Variety Pack, 0.84 oz, 24 count	   $5.20   25.8¢ / oz     
Nature Valley® Oats 'n Honey Crunchy Granola Bars 18-2 ct Pouches	   $7.34   27.2¢ / oz     
Great Value Chocolate Chunk, 90 Calorie Chewy Granola Bars, 0.84 oz, 24 count (Pack of 2)	   $7.00       
Quaker Chewy Chocolate Chip Granola Bars, 0.84 oz, 24 count	   $5.20   25.8¢ / oz     
Nature Valley® Crunchy Granola Bars Variety Pack 12-2 ct Pouches	   $4.21   23.7¢ / oz     
Kashi Chocolate Almond & Sea Salt with Chia Chewy Granola Bars, 1.2 oz, 6 count (Pack of 2)	   $6.26       
Nature Valley® Oats 'n Honey Crunchy Granola Bars 12-2 ct Pouches	   $4.21   23.7¢ / oz     
Nature Valley® Dark Chocolate & Nut/Fruit & Nut Variety Pack Trail Mix Chewy Granola Bars 12 ct. Box	   $4.21   28.5¢ / oz     
Nature Valley® Almond Sweet & Salty Nut Granola Bars 6 ct. Box	   $3.10   41.9¢ / oz     
Quaker Chewy Yogurt Strawberry/Blueberry Granola Bars, 1.23 oz, 14 count	   $5.20   30.2¢ / oz     
Quaker Chewy Girl Scouts Thin Mints Granola Bars, 0.84 oz, 12 count	   $3.10   25.8¢ / each     
Quaker Chewy Dipps Peanut Butter Granola Bars, 1.05 oz, 20 count	   $5.20   23.9¢ / oz     
Quaker Chewy Dipps Chocolate Chip Granola Bars, 1.09 oz, 20 count	   $5.20   24.6¢ / oz     
Quaker Chewy Chocolate Chip And Peanut Butter Chocolate Chip Granola Bars, 18 Bars	   $3.98   26.2¢ / oz     
Great Value Chocolate Chunk, 90 Calorie Chewy Granola Bars, 0.84 oz, 12 ct	   $2.08   20.5¢ / oz     
Nature Valley® Cashew Sweet & Salty Nut Granola Bars 6 ct. Box	   $3.10   41.9¢ / oz     
Great Value Sweet & Salty Almonds Granola Bars, 6 pk (Pack of 4)	   $8.00       
Nature Valley® Roasted Mixed Nut Sweet & Salty Nut Granola Bars 6 ct. Box	   $3.10   41.9¢ / oz     
Quaker Chewy Girl Scouts Caramel Coconut Granola Bars, .84 oz, 12 count	   $3.10   30.7¢ / oz  Out of stock      
Ocean Spray No Sugar Added 100% Grapefruit Juice, 60 fl oz	   $2.80   4.7¢ / fl oz     
Ocean Spray Original Ruby Red Grapefruit Juice Drink, 64 fl oz (Pack of 3)	   $8.04       
Ocean Spray Ruby Grapefruit Juice, 6 Ct/10 Oz	   $4.20   7.0¢ / fl oz     
Ocean Spray Ruby Red Grapefruit 100% Juice, 60 fl oz	   $2.80   4.7¢ / fl oz     
Ocean Spray Cranberries Inc. Red Ruby Grapefruit Juice, 10oz Bottle, 6/Pack 00060	   $7.64       
Ocean Spray Cranberries Inc. 100% Juice, White Grapefruit, 5 1/2 oz Can 00866	   $30.68       
R.W. Knudsen Organic Grapefruit Juice, 32 fl oz	   $3.10   9.7¢ / fl oz     
Uncle Lee;s Tea Organic Green Tea Bags, 100 count	   $4.20   74.5¢ / oz     
Great Value Green Tea Tea Bags, 40 ct	   $2.48   99.2¢ / oz     
Great Value Decaffeinated Green Tea Tea Bags, 40 ct	   $2.48   $1.30 / oz     
Bigelow Organic Green Tea Tea Bags, 40ct (Pack of 6)	   $49.23   20.5¢ / oz     
